,Model,Year
1688,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0007,
1689,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0008,
1690,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0009,
1691,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0010,
1692,gfdl-esm2m_rcp85_FORE-SCE-A1B,
1693,gfdl-esm2m_rcp85_FORE-SCE-A2,
1694,gfdl-esm2m_rcp85_FORE-SCE-B1,
1695,gfdl-esm2m_rcp85_GCAM-26,
1696,gfdl-esm2m_rcp85_GCAM-45,
1697,gfdl-esm2m_rcp85_GCAM-ref,
1698,gfdl-esm2m_rcp85_LUCAS-BAU_High-0001,
1699,gfdl-esm2m_rcp85_LUCAS-BAU_High-0002,
1700,gfdl-esm2m_rcp85_LUCAS-BAU_High-0003,
1701,gfdl-esm2m_rcp85_LUCAS-BAU_High-0004,
1702,gfdl-esm2m_rcp85_LUCAS-BAU_High-0005,
1703,gfdl-esm2m_rcp85_LUCAS-BAU_High-0006,
1704,gfdl-esm2m_rcp85_LUCAS-BAU_High-0007,
1705,gfdl-esm2m_rcp85_LUCAS-BAU_High-0008,
1706,gfdl-esm2m_rcp85_LUCAS-BAU_High-0009,
1707,gfdl-esm2m_rcp85_LUCAS-BAU_High-0010,
1708,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0001,
1709,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0002,
1710,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0003,
1711,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0004,
1712,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0005,
1713,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0006,
1714,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0007,
1715,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0008,
1716,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0009,
1717,gfdl-esm2m_rcp85_LUCAS-BAU_Low-0010,
1718,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0001,
1719,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0002,
1720,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0003,
1721,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0004,
1722,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0005,
1723,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0006,
1724,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0007,
1725,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0008,
1726,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0009,
1727,gfdl-esm2m_rcp85_LUCAS-BAU_Med-0010,
1728,giss-e2-h-cc_rcp45_FORE-SCE-A1B,2061.0
1729,giss-e2-h-cc_rcp45_FORE-SCE-A2,2058.0
1730,giss-e2-h-cc_rcp45_FORE-SCE-B1,2058.0
1731,giss-e2-h-cc_rcp45_GCAM-26,2066.0
1732,giss-e2-h-cc_rcp45_GCAM-45,2065.0
1733,giss-e2-h-cc_rcp45_GCAM-ref,2065.0
1734,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0001,2058.0
1735,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0002,2058.0
1736,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0003,2058.0
1737,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0004,2058.0
1738,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0005,2058.0
1739,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0006,2058.0
1740,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0007,2058.0
1741,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0008,2058.0
1742,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0009,2058.0
1743,giss-e2-h-cc_rcp45_LUCAS-BAU_High-0010,2058.0
1744,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0001,2057.0
1745,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0002,2057.0
1746,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0003,2057.0
1747,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0004,2057.0
1748,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0005,2057.0
1749,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0006,2057.0
1750,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0007,2057.0
1751,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0008,2057.0
1752,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0009,2058.0
1753,giss-e2-h-cc_rcp45_LUCAS-BAU_Low-0010,2057.0
1754,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0001,2058.0
1755,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0002,2058.0
1756,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0003,2058.0
1757,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0004,2057.0
1758,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0005,2058.0
1759,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0006,2058.0
1760,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0007,2058.0
1761,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0008,2058.0
1762,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0009,2058.0
1763,giss-e2-h-cc_rcp45_LUCAS-BAU_Med-0010,2058.0
1764,giss-e2-r_rcp26_FORE-SCE-A1B,2031.0
1765,giss-e2-r_rcp26_FORE-SCE-A2,2031.0
1766,giss-e2-r_rcp26_FORE-SCE-B1,2031.0
1767,giss-e2-r_rcp26_GCAM-26,2032.0
1768,giss-e2-r_rcp26_GCAM-45,2031.0
1769,giss-e2-r_rcp26_GCAM-ref,2030.0
1770,giss-e2-r_rcp26_LUCAS-BAU_High-0001,2032.0
1771,giss-e2-r_rcp26_LUCAS-BAU_High-0002,2032.0
1772,giss-e2-r_rcp26_LUCAS-BAU_High-0003,2032.0
1773,giss-e2-r_rcp26_LUCAS-BAU_High-0004,2032.0
1774,giss-e2-r_rcp26_LUCAS-BAU_High-0005,2032.0
1775,giss-e2-r_rcp26_LUCAS-BAU_High-0006,2032.0
1776,giss-e2-r_rcp26_LUCAS-BAU_High-0007,2032.0
1777,giss-e2-r_rcp26_LUCAS-BAU_High-0008,2032.0
1778,giss-e2-r_rcp26_LUCAS-BAU_High-0009,2032.0
1779,giss-e2-r_rcp26_LUCAS-BAU_High-0010,2032.0
1780,giss-e2-r_rcp26_LUCAS-BAU_Low-0001,2032.0
1781,giss-e2-r_rcp26_LUCAS-BAU_Low-0002,2032.0
1782,giss-e2-r_rcp26_LUCAS-BAU_Low-0003,2032.0
1783,giss-e2-r_rcp26_LUCAS-BAU_Low-0004,2032.0
1784,giss-e2-r_rcp26_LUCAS-BAU_Low-0005,2032.0
1785,giss-e2-r_rcp26_LUCAS-BAU_Low-0006,2032.0
1786,giss-e2-r_rcp26_LUCAS-BAU_Low-0007,2032.0
1787,giss-e2-r_rcp26_LUCAS-BAU_Low-0008,2032.0
1788,giss-e2-r_rcp26_LUCAS-BAU_Low-0009,2032.0
1789,giss-e2-r_rcp26_LUCAS-BAU_Low-0010,2032.0
1790,giss-e2-r_rcp26_LUCAS-BAU_Med-0001,2032.0
1791,giss-e2-r_rcp26_LUCAS-BAU_Med-0002,2032.0
1792,giss-e2-r_rcp26_LUCAS-BAU_Med-0003,2032.0
1793,giss-e2-r_rcp26_LUCAS-BAU_Med-0004,2032.0
1794,giss-e2-r_rcp26_LUCAS-BAU_Med-0005,2032.0
1795,giss-e2-r_rcp26_LUCAS-BAU_Med-0006,2032.0
1796,giss-e2-r_rcp26_LUCAS-BAU_Med-0007,2032.0
1797,giss-e2-r_rcp26_LUCAS-BAU_Med-0008,2032.0
1798,giss-e2-r_rcp26_LUCAS-BAU_Med-0009,2032.0
1799,giss-e2-r_rcp26_LUCAS-BAU_Med-0010,2032.0
1800,giss-e2-r_rcp45_FORE-SCE-A1B,2033.0
1801,giss-e2-r_rcp45_FORE-SCE-A2,2033.0
1802,giss-e2-r_rcp45_FORE-SCE-B1,2033.0
1803,giss-e2-r_rcp45_GCAM-26,2033.0
1804,giss-e2-r_rcp45_GCAM-45,2033.0
1805,giss-e2-r_rcp45_GCAM-ref,2033.0
1806,giss-e2-r_rcp45_LUCAS-BAU_High-0001,2033.0
1807,giss-e2-r_rcp45_LUCAS-BAU_High-0002,2033.0
1808,giss-e2-r_rcp45_LUCAS-BAU_High-0003,2033.0
1809,giss-e2-r_rcp45_LUCAS-BAU_High-0004,2033.0
1810,giss-e2-r_rcp45_LUCAS-BAU_High-0005,2033.0
1811,giss-e2-r_rcp45_LUCAS-BAU_High-0006,2033.0
1812,giss-e2-r_rcp45_LUCAS-BAU_High-0007,2033.0
1813,giss-e2-r_rcp45_LUCAS-BAU_High-0008,2033.0
1814,giss-e2-r_rcp45_LUCAS-BAU_High-0009,2033.0
1815,giss-e2-r_rcp45_LUCAS-BAU_High-0010,2033.0
1816,giss-e2-r_rcp45_LUCAS-BAU_Low-0001,2033.0
1817,giss-e2-r_rcp45_LUCAS-BAU_Low-0002,2033.0
1818,giss-e2-r_rcp45_LUCAS-BAU_Low-0003,2033.0
1819,giss-e2-r_rcp45_LUCAS-BAU_Low-0004,2033.0
1820,giss-e2-r_rcp45_LUCAS-BAU_Low-0005,2033.0
1821,giss-e2-r_rcp45_LUCAS-BAU_Low-0006,2033.0
1822,giss-e2-r_rcp45_LUCAS-BAU_Low-0007,2033.0
1823,giss-e2-r_rcp45_LUCAS-BAU_Low-0008,2033.0
1824,giss-e2-r_rcp45_LUCAS-BAU_Low-0009,2033.0
1825,giss-e2-r_rcp45_LUCAS-BAU_Low-0010,2033.0
1826,giss-e2-r_rcp45_LUCAS-BAU_Med-0001,2033.0
1827,giss-e2-r_rcp45_LUCAS-BAU_Med-0002,2033.0
1828,giss-e2-r_rcp45_LUCAS-BAU_Med-0003,2033.0
1829,giss-e2-r_rcp45_LUCAS-BAU_Med-0004,2033.0
1830,giss-e2-r_rcp45_LUCAS-BAU_Med-0005,2033.0
1831,giss-e2-r_rcp45_LUCAS-BAU_Med-0006,2033.0
1832,giss-e2-r_rcp45_LUCAS-BAU_Med-0007,2033.0
1833,giss-e2-r_rcp45_LUCAS-BAU_Med-0008,2033.0
1834,giss-e2-r_rcp45_LUCAS-BAU_Med-0009,2033.0
1835,giss-e2-r_rcp45_LUCAS-BAU_Med-0010,2033.0
1836,giss-e2-r_rcp60_FORE-SCE-A1B,2044.0
1837,giss-e2-r_rcp60_FORE-SCE-A2,2044.0
1838,giss-e2-r_rcp60_FORE-SCE-B1,2044.0
1839,giss-e2-r_rcp60_GCAM-26,2045.0
1840,giss-e2-r_rcp60_GCAM-45,2045.0
1841,giss-e2-r_rcp60_GCAM-ref,2045.0
1842,giss-e2-r_rcp60_LUCAS-BAU_High-0001,2044.0
1843,giss-e2-r_rcp60_LUCAS-BAU_High-0002,2044.0
1844,giss-e2-r_rcp60_LUCAS-BAU_High-0003,2044.0
1845,giss-e2-r_rcp60_LUCAS-BAU_High-0004,2044.0
1846,giss-e2-r_rcp60_LUCAS-BAU_High-0005,2044.0
1847,giss-e2-r_rcp60_LUCAS-BAU_High-0006,2044.0
1848,giss-e2-r_rcp60_LUCAS-BAU_High-0007,2044.0
1849,giss-e2-r_rcp60_LUCAS-BAU_High-0008,2044.0
1850,giss-e2-r_rcp60_LUCAS-BAU_High-0009,2044.0
1851,giss-e2-r_rcp60_LUCAS-BAU_High-0010,2044.0
1852,giss-e2-r_rcp60_LUCAS-BAU_Low-0001,2044.0
1853,giss-e2-r_rcp60_LUCAS-BAU_Low-0002,2044.0
1854,giss-e2-r_rcp60_LUCAS-BAU_Low-0003,2044.0
1855,giss-e2-r_rcp60_LUCAS-BAU_Low-0004,2044.0
1856,giss-e2-r_rcp60_LUCAS-BAU_Low-0005,2044.0
1857,giss-e2-r_rcp60_LUCAS-BAU_Low-0006,2044.0
1858,giss-e2-r_rcp60_LUCAS-BAU_Low-0007,2044.0
1859,giss-e2-r_rcp60_LUCAS-BAU_Low-0008,2043.0
1860,giss-e2-r_rcp60_LUCAS-BAU_Low-0009,2044.0
1861,giss-e2-r_rcp60_LUCAS-BAU_Low-0010,2044.0
1862,giss-e2-r_rcp60_LUCAS-BAU_Med-0001,2044.0
1863,giss-e2-r_rcp60_LUCAS-BAU_Med-0002,2044.0
1864,giss-e2-r_rcp60_LUCAS-BAU_Med-0003,2044.0
1865,giss-e2-r_rcp60_LUCAS-BAU_Med-0004,2044.0
1866,giss-e2-r_rcp60_LUCAS-BAU_Med-0005,2044.0
1867,giss-e2-r_rcp60_LUCAS-BAU_Med-0006,2044.0
1868,giss-e2-r_rcp60_LUCAS-BAU_Med-0007,2044.0
1869,giss-e2-r_rcp60_LUCAS-BAU_Med-0008,2044.0
1870,giss-e2-r_rcp60_LUCAS-BAU_Med-0009,2044.0
1871,giss-e2-r_rcp60_LUCAS-BAU_Med-0010,2044.0
1872,giss-e2-r_rcp85_FORE-SCE-A1B,2035.0
1873,giss-e2-r_rcp85_FORE-SCE-A2,2035.0
1874,giss-e2-r_rcp85_FORE-SCE-B1,2033.0
1875,giss-e2-r_rcp85_GCAM-26,2057.0
1876,giss-e2-r_rcp85_GCAM-45,2035.0
1877,giss-e2-r_rcp85_GCAM-ref,2035.0
1878,giss-e2-r_rcp85_LUCAS-BAU_High-0001,2033.0
1879,giss-e2-r_rcp85_LUCAS-BAU_High-0002,2033.0
1880,giss-e2-r_rcp85_LUCAS-BAU_High-0003,2033.0
1881,giss-e2-r_rcp85_LUCAS-BAU_High-0004,2033.0
1882,giss-e2-r_rcp85_LUCAS-BAU_High-0005,2033.0
1883,giss-e2-r_rcp85_LUCAS-BAU_High-0006,2033.0
1884,giss-e2-r_rcp85_LUCAS-BAU_High-0007,2033.0
1885,giss-e2-r_rcp85_LUCAS-BAU_High-0008,2033.0
1886,giss-e2-r_rcp85_LUCAS-BAU_High-0009,2033.0
1887,giss-e2-r_rcp85_LUCAS-BAU_High-0010,2033.0
1888,giss-e2-r_rcp85_LUCAS-BAU_Low-0001,2033.0
1889,giss-e2-r_rcp85_LUCAS-BAU_Low-0002,2033.0
1890,giss-e2-r_rcp85_LUCAS-BAU_Low-0003,2033.0
1891,giss-e2-r_rcp85_LUCAS-BAU_Low-0004,2033.0
1892,giss-e2-r_rcp85_LUCAS-BAU_Low-0005,2033.0
1893,giss-e2-r_rcp85_LUCAS-BAU_Low-0006,2033.0
1894,giss-e2-r_rcp85_LUCAS-BAU_Low-0007,2033.0
1895,giss-e2-r_rcp85_LUCAS-BAU_Low-0008,2033.0
1896,giss-e2-r_rcp85_LUCAS-BAU_Low-0009,2033.0
1897,giss-e2-r_rcp85_LUCAS-BAU_Low-0010,2033.0
1898,giss-e2-r_rcp85_LUCAS-BAU_Med-0001,2033.0
1899,giss-e2-r_rcp85_LUCAS-BAU_Med-0002,2033.0
1900,giss-e2-r_rcp85_LUCAS-BAU_Med-0003,2033.0
1901,giss-e2-r_rcp85_LUCAS-BAU_Med-0004,2033.0
1902,giss-e2-r_rcp85_LUCAS-BAU_Med-0005,2033.0
1903,giss-e2-r_rcp85_LUCAS-BAU_Med-0006,2033.0
1904,giss-e2-r_rcp85_LUCAS-BAU_Med-0007,2033.0
1905,giss-e2-r_rcp85_LUCAS-BAU_Med-0008,2033.0
1906,giss-e2-r_rcp85_LUCAS-BAU_Med-0009,2033.0
1907,giss-e2-r_rcp85_LUCAS-BAU_Med-0010,2033.0
1908,giss-e2-r-cc_rcp45_FORE-SCE-A1B,
1909,giss-e2-r-cc_rcp45_FORE-SCE-A2,
1910,giss-e2-r-cc_rcp45_FORE-SCE-B1,
1911,giss-e2-r-cc_rcp45_GCAM-26,
1912,giss-e2-r-cc_rcp45_GCAM-45,
1913,giss-e2-r-cc_rcp45_GCAM-ref,
1914,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0001,
1915,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0002,
1916,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0003,
1917,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0004,
1918,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0005,
1919,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0006,
1920,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0007,
1921,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0008,
1922,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0009,
1923,giss-e2-r-cc_rcp45_LUCAS-BAU_High-0010,
1924,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0001,
1925,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0002,
1926,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0003,
1927,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0004,
1928,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0005,
1929,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0006,
1930,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0007,
1931,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0008,
1932,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0009,
1933,giss-e2-r-cc_rcp45_LUCAS-BAU_Low-0010,
1934,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0001,
1935,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0002,
1936,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0003,
1937,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0004,
1938,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0005,
1939,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0006,
1940,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0007,
1941,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0008,
1942,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0009,
1943,giss-e2-r-cc_rcp45_LUCAS-BAU_Med-0010,
1944,hadgem2-ao_rcp26_FORE-SCE-A1B,
1945,hadgem2-ao_rcp26_FORE-SCE-A2,
1946,hadgem2-ao_rcp26_FORE-SCE-B1,
1947,hadgem2-ao_rcp26_GCAM-26,
1948,hadgem2-ao_rcp26_GCAM-45,
1949,hadgem2-ao_rcp26_GCAM-ref,
1950,hadgem2-ao_rcp26_LUCAS-BAU_High-0001,
1951,hadgem2-ao_rcp26_LUCAS-BAU_High-0002,
1952,hadgem2-ao_rcp26_LUCAS-BAU_High-0003,
1953,hadgem2-ao_rcp26_LUCAS-BAU_High-0004,
1954,hadgem2-ao_rcp26_LUCAS-BAU_High-0005,
1955,hadgem2-ao_rcp26_LUCAS-BAU_High-0006,
1956,hadgem2-ao_rcp26_LUCAS-BAU_High-0007,
1957,hadgem2-ao_rcp26_LUCAS-BAU_High-0008,
1958,hadgem2-ao_rcp26_LUCAS-BAU_High-0009,
1959,hadgem2-ao_rcp26_LUCAS-BAU_High-0010,
1960,hadgem2-ao_rcp26_LUCAS-BAU_Low-0001,
1961,hadgem2-ao_rcp26_LUCAS-BAU_Low-0002,
1962,hadgem2-ao_rcp26_LUCAS-BAU_Low-0003,
1963,hadgem2-ao_rcp26_LUCAS-BAU_Low-0004,
1964,hadgem2-ao_rcp26_LUCAS-BAU_Low-0005,
1965,hadgem2-ao_rcp26_LUCAS-BAU_Low-0006,
1966,hadgem2-ao_rcp26_LUCAS-BAU_Low-0007,
1967,hadgem2-ao_rcp26_LUCAS-BAU_Low-0008,
1968,hadgem2-ao_rcp26_LUCAS-BAU_Low-0009,
1969,hadgem2-ao_rcp26_LUCAS-BAU_Low-0010,
1970,hadgem2-ao_rcp26_LUCAS-BAU_Med-0001,
1971,hadgem2-ao_rcp26_LUCAS-BAU_Med-0002,
1972,hadgem2-ao_rcp26_LUCAS-BAU_Med-0003,
1973,hadgem2-ao_rcp26_LUCAS-BAU_Med-0004,
1974,hadgem2-ao_rcp26_LUCAS-BAU_Med-0005,
1975,hadgem2-ao_rcp26_LUCAS-BAU_Med-0006,
1976,hadgem2-ao_rcp26_LUCAS-BAU_Med-0007,
1977,hadgem2-ao_rcp26_LUCAS-BAU_Med-0008,
1978,hadgem2-ao_rcp26_LUCAS-BAU_Med-0009,
1979,hadgem2-ao_rcp26_LUCAS-BAU_Med-0010,
1980,hadgem2-ao_rcp45_FORE-SCE-A1B,
1981,hadgem2-ao_rcp45_FORE-SCE-A2,
1982,hadgem2-ao_rcp45_FORE-SCE-B1,
1983,hadgem2-ao_rcp45_GCAM-26,
1984,hadgem2-ao_rcp45_GCAM-45,
1985,hadgem2-ao_rcp45_GCAM-ref,
1986,hadgem2-ao_rcp45_LUCAS-BAU_High-0001,
1987,hadgem2-ao_rcp45_LUCAS-BAU_High-0002,
1988,hadgem2-ao_rcp45_LUCAS-BAU_High-0003,
1989,hadgem2-ao_rcp45_LUCAS-BAU_High-0004,
1990,hadgem2-ao_rcp45_LUCAS-BAU_High-0005,
1991,hadgem2-ao_rcp45_LUCAS-BAU_High-0006,
1992,hadgem2-ao_rcp45_LUCAS-BAU_High-0007,
1993,hadgem2-ao_rcp45_LUCAS-BAU_High-0008,
1994,hadgem2-ao_rcp45_LUCAS-BAU_High-0009,
1995,hadgem2-ao_rcp45_LUCAS-BAU_High-0010,
1996,hadgem2-ao_rcp45_LUCAS-BAU_Low-0001,
1997,hadgem2-ao_rcp45_LUCAS-BAU_Low-0002,
1998,hadgem2-ao_rcp45_LUCAS-BAU_Low-0003,
1999,hadgem2-ao_rcp45_LUCAS-BAU_Low-0004,
2000,hadgem2-ao_rcp45_LUCAS-BAU_Low-0005,
2001,hadgem2-ao_rcp45_LUCAS-BAU_Low-0006,
2002,hadgem2-ao_rcp45_LUCAS-BAU_Low-0007,
2003,hadgem2-ao_rcp45_LUCAS-BAU_Low-0008,
2004,hadgem2-ao_rcp45_LUCAS-BAU_Low-0009,
2005,hadgem2-ao_rcp45_LUCAS-BAU_Low-0010,
2006,hadgem2-ao_rcp45_LUCAS-BAU_Med-0001,
2007,hadgem2-ao_rcp45_LUCAS-BAU_Med-0002,
2008,hadgem2-ao_rcp45_LUCAS-BAU_Med-0003,
2009,hadgem2-ao_rcp45_LUCAS-BAU_Med-0004,
2010,hadgem2-ao_rcp45_LUCAS-BAU_Med-0005,
2011,hadgem2-ao_rcp45_LUCAS-BAU_Med-0006,
2012,hadgem2-ao_rcp45_LUCAS-BAU_Med-0007,
2013,hadgem2-ao_rcp45_LUCAS-BAU_Med-0008,
2014,hadgem2-ao_rcp45_LUCAS-BAU_Med-0009,
2015,hadgem2-ao_rcp45_LUCAS-BAU_Med-0010,
2016,hadgem2-ao_rcp60_FORE-SCE-A1B,
2017,hadgem2-ao_rcp60_FORE-SCE-A2,
2018,hadgem2-ao_rcp60_FORE-SCE-B1,
2019,hadgem2-ao_rcp60_GCAM-26,
2020,hadgem2-ao_rcp60_GCAM-45,
2021,hadgem2-ao_rcp60_GCAM-ref,
2022,hadgem2-ao_rcp60_LUCAS-BAU_High-0001,
2023,hadgem2-ao_rcp60_LUCAS-BAU_High-0002,
2024,hadgem2-ao_rcp60_LUCAS-BAU_High-0003,
2025,hadgem2-ao_rcp60_LUCAS-BAU_High-0004,
2026,hadgem2-ao_rcp60_LUCAS-BAU_High-0005,
2027,hadgem2-ao_rcp60_LUCAS-BAU_High-0006,
2028,hadgem2-ao_rcp60_LUCAS-BAU_High-0007,
2029,hadgem2-ao_rcp60_LUCAS-BAU_High-0008,
2030,hadgem2-ao_rcp60_LUCAS-BAU_High-0009,
2031,hadgem2-ao_rcp60_LUCAS-BAU_High-0010,
2032,hadgem2-ao_rcp60_LUCAS-BAU_Low-0001,
2033,hadgem2-ao_rcp60_LUCAS-BAU_Low-0002,
2034,hadgem2-ao_rcp60_LUCAS-BAU_Low-0003,
2035,hadgem2-ao_rcp60_LUCAS-BAU_Low-0004,
2036,hadgem2-ao_rcp60_LUCAS-BAU_Low-0005,
2037,hadgem2-ao_rcp60_LUCAS-BAU_Low-0006,
2038,hadgem2-ao_rcp60_LUCAS-BAU_Low-0007,
2039,hadgem2-ao_rcp60_LUCAS-BAU_Low-0008,
2040,hadgem2-ao_rcp60_LUCAS-BAU_Low-0009,
2041,hadgem2-ao_rcp60_LUCAS-BAU_Low-0010,
2042,hadgem2-ao_rcp60_LUCAS-BAU_Med-0001,
2043,hadgem2-ao_rcp60_LUCAS-BAU_Med-0002,
2044,hadgem2-ao_rcp60_LUCAS-BAU_Med-0003,
2045,hadgem2-ao_rcp60_LUCAS-BAU_Med-0004,
2046,hadgem2-ao_rcp60_LUCAS-BAU_Med-0005,
2047,hadgem2-ao_rcp60_LUCAS-BAU_Med-0006,
2048,hadgem2-ao_rcp60_LUCAS-BAU_Med-0007,
2049,hadgem2-ao_rcp60_LUCAS-BAU_Med-0008,
2050,hadgem2-ao_rcp60_LUCAS-BAU_Med-0009,
2051,hadgem2-ao_rcp60_LUCAS-BAU_Med-0010,
2052,hadgem2-ao_rcp85_FORE-SCE-A1B,
2053,hadgem2-ao_rcp85_FORE-SCE-A2,
2054,hadgem2-ao_rcp85_FORE-SCE-B1,
2055,hadgem2-ao_rcp85_GCAM-26,
2056,hadgem2-ao_rcp85_GCAM-45,
2057,hadgem2-ao_rcp85_GCAM-ref,
2058,hadgem2-ao_rcp85_LUCAS-BAU_High-0001,
2059,hadgem2-ao_rcp85_LUCAS-BAU_High-0002,
2060,hadgem2-ao_rcp85_LUCAS-BAU_High-0003,
2061,hadgem2-ao_rcp85_LUCAS-BAU_High-0004,
2062,hadgem2-ao_rcp85_LUCAS-BAU_High-0005,
2063,hadgem2-ao_rcp85_LUCAS-BAU_High-0006,
2064,hadgem2-ao_rcp85_LUCAS-BAU_High-0007,
2065,hadgem2-ao_rcp85_LUCAS-BAU_High-0008,
2066,hadgem2-ao_rcp85_LUCAS-BAU_High-0009,
2067,hadgem2-ao_rcp85_LUCAS-BAU_High-0010,
2068,hadgem2-ao_rcp85_LUCAS-BAU_Low-0001,
2069,hadgem2-ao_rcp85_LUCAS-BAU_Low-0002,
2070,hadgem2-ao_rcp85_LUCAS-BAU_Low-0003,
2071,hadgem2-ao_rcp85_LUCAS-BAU_Low-0004,
2072,hadgem2-ao_rcp85_LUCAS-BAU_Low-0005,
2073,hadgem2-ao_rcp85_LUCAS-BAU_Low-0006,
2074,hadgem2-ao_rcp85_LUCAS-BAU_Low-0007,
2075,hadgem2-ao_rcp85_LUCAS-BAU_Low-0008,
2076,hadgem2-ao_rcp85_LUCAS-BAU_Low-0009,
2077,hadgem2-ao_rcp85_LUCAS-BAU_Low-0010,
2078,hadgem2-ao_rcp85_LUCAS-BAU_Med-0001,
2079,hadgem2-ao_rcp85_LUCAS-BAU_Med-0002,
2080,hadgem2-ao_rcp85_LUCAS-BAU_Med-0003,
2081,hadgem2-ao_rcp85_LUCAS-BAU_Med-0004,
2082,hadgem2-ao_rcp85_LUCAS-BAU_Med-0005,
2083,hadgem2-ao_rcp85_LUCAS-BAU_Med-0006,
2084,hadgem2-ao_rcp85_LUCAS-BAU_Med-0007,
2085,hadgem2-ao_rcp85_LUCAS-BAU_Med-0008,
2086,hadgem2-ao_rcp85_LUCAS-BAU_Med-0009,
2087,hadgem2-ao_rcp85_LUCAS-BAU_Med-0010,
2088,hadgem2-cc_rcp45_FORE-SCE-A1B,2066.0
2089,hadgem2-cc_rcp45_FORE-SCE-A2,2066.0
2090,hadgem2-cc_rcp45_FORE-SCE-B1,2066.0
2091,hadgem2-cc_rcp45_GCAM-26,2070.0
2092,hadgem2-cc_rcp45_GCAM-45,2070.0
